"image path","(minimum r, minimum c, maximum r, maximum c, label)"
"/storage/hpc/group/kazic-lab/NN/malaria/images/06401963-8b02-46c5-ab2a-3d70bd01623f.png","[(1007, 773, 1130, 891, 3), (96, 681, 222, 814, 1), (39, 524, 163, 637, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/749df49e-5212-49ea-9e88-7d66f258f1df.png","[(391, 893, 525, 1032, 1), (1064, 624, 1233, 736, 3), (192, 240, 303, 423, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/d32022fa-e492-4b31-a776-9435cfdef6d6.png","[(310, 625, 436, 766, 3), (597, 86, 740, 211, 1), (1260, 361, 1379, 508, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/729733ff-a349-4a96-b636-ccabe7d7e167.png","[(573, 122, 724, 253, 1), (1471, 798, 1584, 916, 1), (54, 836, 172, 963, 1), (1, 106, 101, 201, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/de00f9a5-aa8b-4679-8ec6-85528a942d6f.png","[(132, 141, 282, 280, 2)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/0ceb4539-5c4c-487d-9826-452a88b5d537.png","[(1128, 612, 1250, 725, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/e3a4b3e7-9500-4b6c-a402-b6d3f45e714b.png","[(638, 165, 796, 308, 2), (1407, 256, 1554, 379, 2)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/c244166d-12ca-445f-9ed9-a13d9caa412f.png","[(898, 486, 1046, 629, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/17c06a23-bb77-49cb-9ffb-fbfc75fcc715.png","[(1241, 704, 1377, 839, 2)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/c890ee00-daa5-4b20-9cd5-930748ecc4e0.png","[(1350, 532, 1464, 641, 1), (441, 163, 570, 287, 4), (252, 91, 366, 228, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/ef83ed4c-2724-4d5f-8abe-1a18d25cea35.png","[(335, 109, 500, 260, 1), (163, 879, 335, 1004, 1), (100, 740, 250, 895, 1), (947, 675, 1167, 853, 5)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/2b128a1a-95ed-408b-b9f8-8795cc814d80.png","[(345, 774, 470, 892, 3), (1404, 946, 1544, 1090, 1), (1135, 615, 1280, 746, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/1c87b997-a8e6-48ca-bf40-19b9a7fd6a96.png","[(39, 122, 161, 222, 1), (1407, 929, 1551, 1065, 3), (1187, 612, 1310, 757, 2), (236, 966, 342, 1142, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/3768c577-4e5e-4d70-8c4d-93d8aacd5baa.png","[(1278, 281, 1397, 448, 1), (279, 968, 410, 1117, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/80da32ce-8c22-470e-9f35-558c5f7a5df9.png","[(765, 999, 874, 1114, 1), (481, 2, 597, 139, 4), (582, 726, 698, 862, 1), (187, 646, 302, 769, 1), (1439, 471, 1584, 598, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/aa57ec7c-8f35-4990-a790-62efc9df8fe8.jpg","[(1031, 763, 1174, 892, 4), (817, 12, 968, 152, 4), (1756, 891, 1902, 1018, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/edd3862f-04e1-49cf-97dd-ca566d17e71a.png","[(653, 283, 776, 406, 3), (1252, 136, 1362, 285, 3), (1139, 415, 1269, 588, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/abb2f9d6-26fa-4328-983c-959ef6717c05.png","[(1077, 456, 1192, 584, 4), (1345, 621, 1477, 762, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/3de03fa2-3ad3-43fc-8435-b2a80bdd7550.png","[(165, 498, 300, 621, 4), (806, 859, 927, 986, 4), (446, 392, 571, 521, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/13099edb-35d9-438f-b093-2cf2ebf9d255.png","[(324, 208, 446, 337, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/a6d85204-24b8-4b23-a8b1-c3e8b93f9f22.png","[(1123, 805, 1236, 907, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/f329e01b-fbd3-4fb5-9738-a7ff4c8622b8.png","[(875, 613, 993, 745, 6)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/fe0c5e48-f65e-488c-9c3c-1ea7c7835c0c.png","[(862, 886, 981, 994, 4), (278, 154, 392, 278, 4), (566, 693, 697, 814, 4), (502, 906, 631, 1009, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/bbf687b5-c6f9-4821-b2e5-a25df1acba47.png","[(421, 564, 556, 702, 6)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/d47cd049-d78b-4ba3-a7d4-399be4dd1dde.png","[(433, 417, 572, 583, 2), (120, 199, 257, 364, 3), (590, 0, 688, 124, 2)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/a86e0647-ae41-4b75-9d45-dd58f5ea65f5.png","[(38, 370, 147, 514, 3), (708, 588, 823, 735, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/dcf7a19a-ec3d-44ef-8d7c-33b1e91fb9af.png","[(692, 540, 844, 681, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/fbb1b44c-d75a-4550-a6c0-0eb62b96bfce.png","[(997, 511, 1131, 657, 3), (1332, 294, 1467, 481, 2)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/54c88d45-30c3-46f8-8fef-b3e9c07781f2.jpg","[(673, 415, 766, 504, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/bb3ae957-0f6d-4615-bfe5-24fbca50b459.png","[(156, 822, 268, 1011, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/51e86aa9-caa0-4297-94e8-34a57d7f7e36.png","[(104, 998, 217, 1138, 1), (1183, 89, 1306, 230, 3), (325, 854, 432, 991, 1), (225, 196, 359, 312, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/0d3c2521-da55-4df5-bf06-56b3bd4fb2fc.png","[(944, 546, 1086, 687, 3), (355, 524, 471, 643, 6), (75, 226, 203, 367, 1), (1342, 753, 1463, 861, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/d1144956-5a0c-4bd2-b67d-8498c82d6a12.png","[(792, 818, 918, 942, 1), (471, 950, 604, 1057, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/a2d07312-2f97-40d2-8b09-7f2aca7b16fb.png","[(381, 98, 544, 240, 2)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/f06ba705-5509-479b-8067-127ffb37c5b6.png","[(988, 384, 1153, 547, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/9cdee92c-6267-4188-a41e-125bc0abb9ae.png","[(1152, 717, 1264, 825, 4), (1130, 33, 1252, 160, 4), (492, 484, 622, 605, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/32a1ea24-b6b7-4253-ad3e-bdf99c2c9b9d.png","[(1268, 367, 1445, 503, 2)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/7625dfc4-858a-4c8e-907c-8943d665e9a7.png","[(385, 25, 530, 154, 4), (715, 672, 894, 809, 1), (1215, 167, 1313, 319, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/1d4f06e1-9c9b-487e-84cd-e7e50cc754da.png","[(1357, 636, 1510, 764, 2), (632, 836, 790, 993, 2)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/7d4d0646-26b5-46fa-ab25-452d986e887b.png","[(370, 854, 501, 961, 3), (655, 960, 768, 1083, 5)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/8d5d5c22-2f75-4fe1-9ea3-03a3c7b92ea9.png","[(903, 464, 1072, 587, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/9f959520-e15e-45c2-bc29-ef3c19154d1c.png","[(793, 229, 933, 354, 1), (1378, 824, 1523, 940, 1), (230, 476, 350, 617, 1), (491, 883, 630, 1014, 1), (744, 409, 860, 560, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/9ec1dcec-87c2-4aca-8e6b-0db3cd05509c.png","[(39, 727, 141, 859, 2), (278, 411, 401, 533, 6), (1136, 693, 1279, 852, 1), (239, 161, 424, 279, 1), (508, 858, 664, 1015, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/446734b7-6bc9-4a66-a3a0-49f6aa90db33.jpg","[(791, 1172, 942, 1293, 4), (272, 8, 446, 157, 1), (1678, 209, 1838, 373, 1), (1619, 379, 1778, 559, 1), (803, 977, 979, 1145, 4), (697, 1238, 856, 1369, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/9bd40bc6-4949-42d3-b38f-d60422932f65.png","[(833, 134, 930, 272, 2)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/c147584d-4c61-412a-bdaf-b02b22c18708.png","[(421, 1009, 544, 1155, 2), (1023, 736, 1167, 903, 3), (603, 49, 749, 218, 2)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/b426ef1d-4a59-4f90-b593-50226af60a60.png","[(825, 424, 969, 565, 1), (479, 814, 608, 944, 4), (1289, 809, 1419, 935, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/43158031-a335-4533-9c20-48bebba90123.png","[(98, 863, 232, 961, 4), (165, 152, 290, 269, 1), (146, 616, 298, 749, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/9f4bc3b4-abb0-4bcb-baa8-ec9f25e2b9c6.png","[(486, 232, 607, 363, 4), (351, 773, 487, 900, 1), (909, 135, 1017, 244, 1), (964, 804, 1102, 949, 3), (1366, 1063, 1495, 1187, 5)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/b523daee-317b-461d-bdc1-07b4add4d488.png","[(764, 71, 889, 200, 6), (963, 531, 1090, 663, 1), (1065, 61, 1184, 211, 1), (288, 989, 441, 1105, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/81c3c8f0-d5a9-4dda-afd5-e86f6afd9424.png","[(681, 35, 820, 191, 1), (181, 1012, 280, 1107, 5), (172, 347, 281, 501, 1), (171, 723, 315, 870, 1), (554, 0, 727, 146, 1), (956, 627, 1102, 777, 1), (321, 304, 453, 419, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/3fa1a4e3-c80d-49da-8f7b-a1abb0424f48.png","[(921, 184, 1057, 308, 1), (1022, 732, 1131, 849, 4), (118, 667, 267, 774, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/90246988-0d6d-4bf8-8a76-94107de4121e.png","[(1376, 237, 1512, 351, 1), (45, 244, 171, 384, 1), (45, 905, 159, 1037, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/fe691faa-3bc7-475e-b558-aa8fe7b795bc.png","[(656, 182, 741, 289, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/7094c11a-1e62-4f98-894e-d17d138a88e9.png","[(760, 443, 891, 589, 1), (141, 302, 284, 439, 1), (1416, 192, 1521, 317, 1), (824, 0, 950, 131, 1), (828, 246, 911, 332, 1), (1224, 633, 1346, 774, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/eeb06e39-482b-443d-8cf6-b9b5c763df78.png","[(674, 268, 821, 400, 6)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/289ef1b7-02d5-42e9-a401-687688181306.png","[(862, 12, 985, 142, 1), (357, 1045, 493, 1157, 1), (84, 215, 234, 353, 5), (129, 527, 315, 640, 2)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/dacf7e3f-1d8c-42a0-8539-3abe3971c956.png","[(1094, 204, 1213, 357, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/de2b8835-552c-4f01-98b7-67bc4910062e.png","[(369, 144, 488, 264, 2), (282, 15, 385, 151, 3), (282, 650, 441, 774, 1), (346, 776, 447, 858, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/7c66d2fd-68ee-4628-b860-9d7ad25b2a80.png","[(1380, 228, 1498, 366, 4), (266, 741, 383, 862, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/a7f1bbb1-6058-4642-bd66-cfb90dce762e.png","[(845, 727, 985, 867, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/cdb086a8-2bf8-4436-b1ef-96cdd801f247.png","[(294, 869, 427, 994, 6)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/441d7843-b20b-4c10-84e3-e6d32621e880.png","[(1319, 321, 1454, 469, 1), (462, 855, 585, 988, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/8cca114a-ed05-4b87-95b7-fae02487f08c.png","[(1019, 432, 1106, 549, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/5f66d20c-fbfe-44ec-a01b-8a09da24807e.png","[(93, 155, 224, 279, 1), (482, 975, 634, 1090, 6)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/c4c7ed75-dbdf-4bb6-b6ba-718903cf7264.png","[(713, 412, 846, 590, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/4b3de416-ac61-43eb-80d0-36b81c4baf82.jpg","[(741, 226, 893, 349, 2), (1237, 942, 1390, 1087, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/a88a48b6-f85c-45c1-b42f-79716c8463f1.png","[(1267, 963, 1402, 1088, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/7942691b-6376-4c75-ae8a-ddf65454dcb2.png","[(871, 585, 1019, 735, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/f8242b97-b8d5-48b5-b808-0b0f75a5de97.png","[(1310, 963, 1451, 1115, 2)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/58d75854-be99-484e-89f0-4ab208fe07e0.png","[(254, 1050, 362, 1169, 4), (1323, 911, 1458, 1039, 1), (61, 214, 174, 336, 4), (631, 8, 755, 138, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/b88fe674-fb9a-41d4-b100-cb1c86440d44.png","[(161, 290, 281, 406, 1), (543, 217, 662, 345, 3), (56, 613, 196, 750, 4), (385, 600, 508, 733, 1), (718, 105, 811, 299, 6)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/83ec8923-6232-40d7-ba1f-a1b8bf7cb66c.png","[(628, 882, 740, 972, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/fe1ee954-ba71-47b3-954a-d20ab940cd7b.png","[(390, 644, 556, 792, 5), (1087, 321, 1258, 448, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/11b72c7b-5c52-44b7-adb7-21eacc25e441.png","[(437, 911, 555, 1029, 1), (471, 645, 597, 779, 3), (77, 230, 207, 351, 3), (618, 220, 723, 367, 1), (462, 183, 572, 340, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/db871d17-28fd-4ceb-b421-e4e4afa0a7a0.png","[(347, 633, 489, 782, 3), (1223, 462, 1383, 617, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/8d56197c-21d7-4cb6-92df-80637efd129b.png","[(1328, 665, 1496, 800, 1), (1321, 783, 1469, 925, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/672e4ecf-a56b-462e-b83b-76f4efaa6634.png","[(303, 608, 447, 741, 1), (152, 94, 276, 225, 1), (696, 999, 859, 1106, 1), (1326, 920, 1428, 1045, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/42845335-4ab2-4963-806d-0985d1382a31.png","[(60, 117, 182, 249, 1), (24, 809, 178, 962, 5), (359, 113, 501, 263, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/e0ff3476-226f-4125-b182-8e524d5503dd.png","[(864, 821, 955, 910, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/9e1b0217-0926-4fd1-bb9e-a815c05deb59.png","[(685, 902, 795, 1018, 4), (787, 838, 919, 969, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/6b4c79f5-b194-4586-be9f-e339c5af4188.png","[(666, 586, 781, 763, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/15625643-d964-4b14-9839-c126384ae35b.jpg","[(715, 422, 891, 553, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/c8af0297-ce1f-40ea-bf44-9256dcdae4e9.png","[(391, 788, 509, 928, 4), (145, 521, 310, 649, 3), (743, 154, 882, 301, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/224c80b8-6c55-48cf-b719-96a47d223dc3.jpg","[(1255, 581, 1398, 749, 1), (252, 1149, 381, 1274, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/79d7a014-21ff-40f1-9ac4-a69839390654.png","[(1212, 486, 1356, 625, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/dec61ae1-5037-4c3a-8952-15371becca7d.png","[(1141, 219, 1253, 330, 2), (698, 1008, 850, 1120, 1), (100, 145, 258, 265, 1), (805, 381, 945, 521, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/a30da226-b452-408a-a556-bfae4d521464.png","[(1360, 327, 1484, 443, 1), (249, 771, 394, 877, 1), (616, 943, 746, 1063, 1), (304, 555, 442, 716, 1), (592, 555, 752, 693, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/582e4b8b-404e-4b30-9df3-66f2afb3cdb3.png","[(751, 953, 891, 1117, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/d5009906-bce1-4353-90b4-f4c79362f4cf.png","[(1203, 435, 1355, 598, 1), (141, 364, 278, 468, 1), (612, 100, 703, 288, 5), (564, 768, 680, 909, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/cbde7f7e-2458-4dda-9db2-3d5ccf950ced.png","[(609, 600, 743, 761, 3), (425, 510, 554, 684, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/effd6334-516f-4d48-9f3c-5272a99780fb.png","[(1165, 80, 1268, 194, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/de6d3020-9347-473b-9146-8909627790f6.png","[(511, 1016, 643, 1142, 1), (1338, 813, 1477, 938, 1), (463, 573, 587, 693, 1), (237, 1019, 356, 1150, 4), (658, 27, 771, 148, 6), (1400, 207, 1563, 330, 1), (105, 249, 243, 385, 3), (677, 884, 811, 1021, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/5e974892-0ebe-4037-8427-ea8616d6d3b8.png","[(706, 996, 829, 1131, 1), (121, 481, 228, 596, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/dfc026a9-079f-4f45-8666-e0ccba5bb437.png","[(1217, 990, 1340, 1117, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/94d9fa50-d3e4-4eaf-acfc-92e7f2ed9ea5.png","[(338, 329, 479, 443, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/5dec0204-af81-44ef-a942-8a173669c123.png","[(814, 599, 913, 689, 5), (392, 69, 501, 188, 4), (334, 430, 455, 559, 1), (380, 301, 518, 457, 6), (1035, 58, 1185, 167, 1), (116, 484, 234, 612, 1), (505, 657, 693, 777, 4), (770, 777, 909, 995, 1), (1189, 992, 1348, 1131, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/214f1d15-a081-476e-992d-6c3a77f03d59.png","[(194, 129, 310, 244, 1), (1326, 523, 1431, 628, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/580210c2-a8ed-4720-b71c-a77945968abc.png","[(1346, 536, 1473, 660, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/7029feb3-9ffe-46e4-9883-6a9df84f7b62.png","[(906, 1033, 1022, 1145, 5), (1113, 7, 1251, 141, 1), (1254, 648, 1374, 816, 1), (315, 290, 433, 397, 1), (306, 453, 446, 580, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/f8ebe0c8-a90d-4a64-9f6a-f9985e38c340.jpg","[(668, 1016, 875, 1180, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/c776eb78-3323-4571-b39f-7ffc73ae63ce.png","[(771, 807, 879, 931, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/fbcb2ef0-3c97-4d7a-8b96-0147c73f3941.png","[(1242, 383, 1362, 512, 4), (332, 788, 457, 919, 4), (148, 620, 253, 734, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/27388ff2-4000-4c9a-a2e3-addc448a5f92.png","[(1228, 636, 1367, 765, 3), (309, 227, 471, 371, 2)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/e871f52c-77a6-4813-80d4-95bd97985f1a.png","[(557, 233, 692, 388, 1), (187, 131, 342, 290, 2), (377, 514, 479, 715, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/a6391703-0820-4913-a7cd-e843ff0d84ba.png","[(313, 331, 442, 453, 3), (1165, 707, 1336, 815, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/2f6224be-50d0-4e85-94ef-88315df561b6.png","[(726, 1017, 842, 1156, 1), (731, 32, 840, 171, 1), (858, 390, 972, 504, 5), (958, 265, 1081, 401, 1), (92, 622, 265, 774, 1), (476, 204, 606, 337, 1), (169, 145, 344, 248, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/3e03b313-66eb-471f-a97a-7b2bf20dcff5.jpg","[(1758, 592, 1914, 743, 4), (0, 802, 160, 954, 4), (1652, 821, 1808, 954, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/a6ba808f-ec60-42a5-ad91-7b32412ab708.png","[(103, 125, 224, 277, 3), (830, 651, 965, 775, 3), (1382, 237, 1491, 395, 3), (561, 930, 669, 1098, 2)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/e79bd81b-f878-4bee-9be2-d91a722c031e.png","[(1007, 726, 1149, 857, 1), (607, 245, 749, 399, 1), (1322, 184, 1459, 324, 1), (383, 687, 496, 791, 1), (485, 394, 610, 510, 1), (657, 861, 818, 1029, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/f1cda808-69a9-4d10-ba0a-6607c98e362d.png","[(90, 376, 295, 556, 1), (331, 723, 535, 978, 1), (909, 62, 1044, 192, 1), (909, 637, 1093, 761, 1), (462, 355, 580, 490, 4), (772, 1016, 892, 1123, 1), (871, 986, 990, 1106, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/ca734448-0d52-42fa-b41c-17b2939e58ae.png","[(527, 617, 627, 725, 5), (1071, 564, 1175, 674, 5), (1388, 836, 1525, 935, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/623982a0-1f73-4246-92cb-28f7c219efaf.jpg","[(590, 391, 777, 532, 1), (1141, 794, 1350, 934, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/082e1f81-4f49-44ad-b5bb-9dfc155b2ed8.png","[(1194, 622, 1412, 729, 1), (853, 1012, 973, 1177, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/ff3b9d4d-373c-48ef-a75a-d23e2c2ade87.png","[(693, 829, 799, 946, 3), (394, 99, 553, 213, 1), (62, 207, 159, 406, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/67abb826-9b70-4459-8764-da76ecf35bfe.png","[(112, 290, 272, 456, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/e3e9c2de-0a24-4c7e-8a69-3d3093d5bdab.png","[(724, 411, 851, 574, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/087f2c9c-188d-43cc-a94c-0eb8f10ac092.png","[(488, 243, 578, 398, 1), (323, 243, 460, 355, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/9106a6bb-1352-411f-ac26-0d6fe48c16a8.png","[(355, 882, 467, 1033, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/5a105b89-c592-4d78-b208-7db6c6572752.png","[(1172, 85, 1291, 203, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/7521ec48-57b5-48a8-a5d6-8280ad5da19c.png","[(102, 998, 248, 1116, 4), (1063, 326, 1207, 455, 6), (1276, 879, 1431, 984, 1), (1394, 476, 1545, 608, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/f8a8b148-60e4-4a5c-ae19-941b19ec0846.png","[(1047, 550, 1169, 682, 4), (945, 916, 1065, 1061, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/3d32a988-449d-4d58-b71f-abbfdc3f2fbc.png","[(240, 885, 418, 1020, 1), (1310, 167, 1506, 295, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/89f10192-d3dd-4996-a571-4c851dbdc983.png","[(419, 220, 581, 366, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/9b3fd401-dab0-440f-8498-eb3cc9ffa970.png","[(119, 799, 227, 913, 5), (898, 367, 1015, 501, 1), (1098, 278, 1218, 381, 6), (445, 990, 612, 1140, 1), (494, 94, 631, 308, 1), (1444, 177, 1568, 293, 1), (1162, 387, 1286, 533, 1), (507, 438, 652, 590, 1), (945, 255, 1080, 366, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/1519257c-e3e5-4474-908f-8665b3cf1258.png","[(1096, 23, 1226, 130, 1), (247, 262, 374, 393, 1), (241, 936, 364, 1071, 1), (1394, 198, 1514, 305, 1), (1194, 1076, 1317, 1195, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/55078c19-bfaf-4988-a779-767e1c6d22f6.jpg","[(614, 450, 787, 610, 1), (1658, 803, 1815, 949, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/23e581e7-0fb7-42ff-ba55-a86beefc0619.jpg","[(1012, 473, 1176, 604, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/445d0db9-e830-4ceb-a845-b23d819e6097.png","[(1190, 799, 1329, 918, 1), (191, 850, 320, 966, 1), (325, 852, 479, 970, 6)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/0b923ab7-ebff-4079-a4bb-af7da89f374e.png","[(1172, 882, 1359, 1054, 5)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/06a3effb-996c-4767-afd2-6aa3b697cb4e.png","[(1232, 943, 1348, 1071, 1), (564, 1057, 697, 1169, 1), (179, 415, 340, 560, 1), (36, 340, 179, 471, 1), (1344, 419, 1493, 564, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/aaade430-4c49-4038-97b7-f8cdd937db57.png","[(490, 244, 644, 371, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/48e2f0bd-2164-40c3-af43-1f2708359978.png","[(1358, 526, 1482, 642, 3), (784, 563, 945, 710, 5), (1301, 453, 1444, 607, 1), (1378, 789, 1478, 934, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/87d6343b-70dd-4cdd-939f-d3ac0ca2e700.png","[(1010, 539, 1160, 646, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/406e05f0-4444-414c-bb40-f4cb08e75ac9.png","[(942, 475, 1081, 637, 6)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/c8d1b7ec-be9f-4c88-a39b-2c6bf46b2998.jpg","[(536, 587, 697, 732, 1)]"
